identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Hertogenbosch|COUN001580|F77,,,1,,675,650
York: High Ousegate 28-29|COUN001228|BugsPresence,,,,1,1150,850
York: Lawrence Street|COUN001080|BugsPresence,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1003,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1024,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1027,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1029,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1031,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1033,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1039,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1047,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C1052,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C14,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C15,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C16,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C18,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C19,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C20,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2023,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2030,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2131,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2160,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2178,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2189,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C2191,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C3077,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C3169,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C38,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C40,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C41,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C6,,,,1,1550,400
York: Layerthorpe Bridge|COUN001210|C999,,,,1,1550,400
York: Little Stonegate|COUN000896|BugsPresence,,,,1,1907,850
"York: Lloyds Bank, 6-8 Pavement|COUN000693|S1",1,,,,1252,694
"York: Lloyds Bank, 6-8 Pavement|COUN000693|S2",1,,,,1252,694
"York: Lloyds Bank, 6-8 Pavement|COUN000693|S3",1,,,,1252,694
"York: Lloyds Bank, 6-8 Pavement|COUN000693|S4",1,,,,1252,694
"York: Lloyds Bank, 6-8 Pavement|COUN000812|BugsPresence",,,,,,
York: Low Petergate (64-68)|COUN000960|C2113,,,1,,650,551
York: Low Petergate (64-68)|COUN000960|C4027,,,1,,150,51
York: Low Petergate (64-68)|COUN000960|C4162,,,1,,650,451
York: Low Petergate (64-68)|COUN000960|C4175,,,1,,750,551
York: Low Petergate (64-68)|COUN000960|C4628,,,1,,625,575
York: Low Petergate (64-68)|COUN000960|C4919,,,1,,650,451
York: Low Petergate (64-68)|COUN000960|C4977,,,1,,650,551
York: Low Petergate (64-68)|COUN000960|C4977a,,,1,,650,551
York: Low Petergate (64-68)|COUN000960|C4995,,,1,,650,451
York: Low Petergate (64-68)|COUN001226|C2109,,,1,,650,551
York: Low Petergate (64-68)|COUN001226|C2113,,,1,,650,551
York: Micklegate Queens Hotel|COUN000777|C3025,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C3041,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4009,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4011,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4022,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4032,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4039,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4045,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4050,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C4054,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5001,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5012,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5030,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5032,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5035,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5037,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5040,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5050,,,,1,1150,850
York: Micklegate Queens Hotel|COUN000777|C5057,,,,1,1150,850
York: Micklegate Victoria House|COUN001221|S1,,,,1,1550,400
York: Micklegate Victoria House|COUN001221|S2,,,,1,1550,400
York: Micklegate Victoria House|COUN001221|S3,,,,1,1550,400
York: Micklegate Victoria House|COUN001221|S4,,,,1,1550,400
York: Minster: Archbishop|COUN001343|S1,,,1,,635,635
York: Palmer Lane|COUN001526|C_5005,,,1,,850,551
York: Palmer Lane|COUN001526|C_6007,,,,1,1550,400
York: Parliament Street (44-45)|COUN000959|BugsPresence,,,1,,900,700
York: Parliament Street (Littlewoods Store)|COUN000776|S1005,,,,1,1150,850
York: Parliament Street (Littlewoods Store)|COUN000776|S1024,,,,1,1150,850
York: Parliament Street (Littlewoods Store)|COUN000776|S1031,,,,1,1150,850
York: Parliament Street (Littlewoods Store)|COUN000776|S1043,,,,1,1150,850
York: Peasholme Green|COUN001622|BugsPresence,,,,1,1550,400
York: Rougier Street|COUN000373|BugsPresence,,,,,,
York: Rougier Street|COUN000373|S1,,,1,,1800,1600
York: Saint Mary Bishophill Junior|COUN000375|Put1,,,,1,50,0
York: Saint Mary Bishophill Junior|COUN000375|Put6,,,,1,50,0
York: Skeldergate|COUN000374|C_2356_Soil,,,,1,1907,1540
York: Skeldergate|COUN000374|C_2356_Soil_2,,,,1,1907,1540
York: Skeldergate|COUN000374|C_2356_Soil_3,,,,1,1907,1540
York: Skeldergate|COUN000374|Well,,,,1,1907,1540
York: Spurriergate|COUN000782|BugsPresence,,,1,,950,850
York: Spurriergate|COUN001094|S10,,,1,,1880,1850
York: Spurriergate|COUN001094|S12,,,1,,1880,1850
York: Spurriergate|COUN001094|S16,,,1,,1880,1850
York: Spurriergate|COUN001094|S4,,,1,,1880,1850
York: Spurriergate|COUN001094|S6,,,1,,1880,1850
York: Spurriergate|COUN001094|S7,,,1,,1880,1850
York: St Saviourgate|COUN000803|Pit,,,1,,450,350
York: St Saviourgate|COUN000803|S1053,,,,1,1550,400
York: St Saviourgate|COUN000803|S1064,,,,1,1550,400
York: St Saviourgate|COUN000803|S1088,,,,1,1550,400
York: St Saviourgate|COUN000803|S1090,,,,1,1550,400
York: St Saviourgate|COUN000803|S1120,,,,1,1550,400
York: St Saviourgate|COUN000803|S1125,,,,1,1550,400
York: St Saviourgate|COUN000803|S1126,,,,1,1550,400
York: St Saviourgate|COUN000803|S2024,,,,1,1550,400
York: St Saviourgate|COUN000803|S2050,,,,1,1550,400
York: St Saviourgate|COUN000803|S3105,,,,1,1550,400
York: St Saviourgate|COUN000901|S3108,,,,1,1150,850
York: St Saviourgate|COUN000901|S3109,,,,1,1150,850
York: Walmgate|COUN000809|BugsPresence,,,,1,1550,400
York: Walmgate|COUN001047|C1003,,,,1,1550,400
York: Walmgate|COUN001047|C1004,,,,1,1550,400
York: Walmgate|COUN001047|C1005,,,,1,1550,400
York: Walmgate|COUN001047|C1007Charred,,,,1,1550,400
York: Walmgate|COUN001047|C1014,,,,1,1550,400
York: Walmgate|COUN001047|C1030,,,,1,1550,400
York: Walmgate|COUN001047|C1034,,,,1,1550,400
York: Walmgate|COUN001047|C1035,,,,1,1550,400
York: Walmgate|COUN001047|C1039,,,,1,1550,400
York: Walmgate|COUN001047|C2662,,,,1,1550,400
York: Walmgate|COUN001047|C2940,,,,1,1550,400
Ypres|COUN000586|A,,,1,,750,551
Ypres|COUN000586|B,,,1,,750,551
Zahrádka|COUN001513|Hollow_ring_1,1,,,,2712,2358
Zahrádka|COUN001513|Hollow_ring_2,1,,,,2712,2358
Zitz|COUN001192|BugsPresence,,,,1,4449,2549
Zug|COUN001193|BugsPresence,,,,1,4449,2549
